,pathway_name,pathway_description,ko_id,gene_name,kegg_organism_code,uniprot_id
59253,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,rno:116463,rno,Q5RJP0
59254,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,rno:286921,rno,Q91W30
59271,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,maua:101840583,maua,F1SWE8
59272,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,maua:101840308,maua,A0A1U7R9F1
59309,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,hgl:101705915,hgl,A0A0P6J8G1
59310,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,hgl:101720124,hgl,A0A0P6JIV5
59311,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,cpoc:100718017,cpoc,H0UVV9
59312,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,cpoc:100723118,cpoc,A0A286Y3P9
59343,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,cfa:607537,cfa,A0A8C0RIR1
59355,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mpuf:101675142,mpuf,M3XZ07
59366,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,fca:101095406,fca,M3WHU0
59426,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mlf:102437578,mlf,G1PBV9
59478,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,gga:395338,gga,Q90W83
59480,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,gga:418170,gga,E1BVD1
59518,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,tgu:100190001,tgu,B5FXD3
59624,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,clv:102088238,clv,A0A2I0MKJ9
59625,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,clv:102086315,clv,A0A2I0LY05
59843,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,acs:100564587,acs,G1KX70
59878,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,xla:398904,xla,Q6PAB5
59879,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,xla:108704367,xla,A0A8J0TWM1
59889,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dre:553452,dre,Q1JPZ2
59954,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,ola:101167259,ola,A0A3B3IPY1
59959,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,pret:103459462,pret,A0A3P9P3D4
59967,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,nfu:107384342,nfu,A0A1A8UNZ4
60045,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118411524,bfo,A0A9J7KT62
60046,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118418498,bfo,A0A9J7MUG4
60047,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118418516,bfo,A0A9J7LCI5
60048,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118430480,bfo,A0A9J7N8W2
60049,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118430789,bfo,A0A9J7MBR8
60050,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,bfo:118431052,bfo,A0A9J7MB89
60054,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,cin:100176226,cin,A0A1W2WFK8
60074,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,spu:576680,spu,A0A7M7RA56
60079,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG40064,dme,Q7PLK6
60080,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG9436,dme,Q7JVH6
60081,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG12766,dme,Q9VZK8
60082,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG10863,dme,Q9Y112
60083,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG6084,dme,M9PF61
60084,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG6083,dme,Q9VTL0
60085,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dme:Dmel_CG10638,dme,Q9VTY2
60502,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,tca:658019,tca,D6WBY1
60503,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,tca:658097,tca,D6WBY2
60686,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dpx:DAPPUDRAFT_45302,dpx,E9G486
60687,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,dpx:DAPPUDRAFT_127555,dpx,E9G3Z0
60735,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,cel:CELE_Y39G8B.1,cel,Q9U2J6
60793,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,ddi:DDB_G0268058,ddi,Q55FL3
60794,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,ddi:DDB_G0285053,ddi,Q54NZ7
60795,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,ddi:DDB_G0293850,ddi,Q6IMN8
60825,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mcc:713818,mcc,A0A8J8Y7Z3
60827,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mcc:708406,mcc,F6SYL4
60902,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mmu:353204,mmu,A6ZI46
60903,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mmu:79459,mmu,A6ZI47
60904,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mmu:11674,mmu,P05064
60905,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mmu:230163,mmu,Q91Y97
60906,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mmu:11676,mmu,P05063
60913,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,rno:299052,rno,A0A9K3Y7M7
60914,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,rno:24189,rno,P05065
60915,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,rno:24190,rno,A0A0G2K9U5
60916,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,rno:24191,rno,P09117
60932,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,maua:101839423,maua,A0A1U7QC12
60933,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,maua:101835266,maua,A0A1U7QTF3
60934,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,maua:101828733,maua,A0A1U8C2N2
60964,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,hgl:101713582,hgl,G5ANC4
60966,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,hgl:101710490,hgl,G5BVH5
60967,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cpoc:100725840,cpoc,H0W3T8
60968,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cpoc:100720708,cpoc,H0VLB4
60969,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cpoc:100730400,cpoc,A0A286Y5K0
61001,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cfa:480622,cfa,A0A8C0Z329
61002,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cfa:479787,cfa,A0A8P0NLY2
61003,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cfa:474787,cfa,A0A8C0QJ05
61042,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mpuf:101686529,mpuf,A0A8U0ST01
61043,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mpuf:101672579,mpuf,M3Y6B0
61044,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mpuf:101679550,mpuf,A0A8U0NAL1
61072,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,fca:101098666,fca,A0A2I2V3I1
61074,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,fca:101097025,fca,M3VWL2
61293,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,gga:427308,gga,P07341
61294,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,gga:395492,gga,R4GM10
61320,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tgu:100227328,tgu,H0YQW0
61373,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,clv:102090461,clv,A0A2I0LLD5
61494,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,acs:100557186,acs,H9GLQ2
61495,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,acs:100567097,acs,H9GIU8
61496,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,acs:100557803,acs,G1KTX7
61555,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,xla:379254,xla,Q9DGE5
61556,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,xla:379336,xla,O12975
61557,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,xla:379489,xla,Q3KPP7
61558,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,xla:380079,xla,Q9PSX0
61559,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,xla:398623,xla,Q5XHC6
61582,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dre:321664,dre,Q8JH71
61583,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dre:369193,dre,Q8JH70
61584,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dre:792692,dre,Q4KMC8
61585,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dre:336425,dre,Q803Q7
61586,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dre:406496,dre,Q6P043
61726,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,amex:103030129,amex,A0A8B9JT73
61727,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,amex:103024532,amex,A0A8B9K8X4
61728,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,amex:103040804,amex,A0A8T2L1I6
61743,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tru:101070601,tru,A0A674MBW3
61866,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ola:100049249,ola,A0A3P9HYH7
61867,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ola:100049273,ola,A0A3P9M9E4
61868,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ola:100049250,ola,A0A3B3I8F0
61886,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,pret:103471295,pret,A3RH21
61887,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,pret:103461260,pret,A0A3P9NA02
61888,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,pret:103475487,pret,A0A3P9PSM1
61889,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,pret:103481404,pret,A0A3P9QJ49
61921,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,nfu:107375611,nfu,A0A1A7Z9I9
61922,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,nfu:107379976,nfu,A0A1A8AG35
61923,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,nfu:107387003,nfu,A0A1A7ZB84
61924,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,nfu:107387972,nfu,A0A1A8V9F1
62180,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,bfo:118425659,bfo,A0A9J7LXF3
62184,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,spu:548623,spu,A0A7M6UV80
62190,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dme:Dmel_CG6058,dme,P07764
62191,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dme:Dmel_CG5432,dme,Q9VBF5
62363,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tca:103313429,tca,D2A6E8
62474,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,dpx:DAPPUDRAFT_188180,dpx,E9GJ13
62525,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cel:CELE_F01F1.12,cel,P46563
62526,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cel:CELE_T05D4.1,cel,P54216
62589,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,nve:5509197,nve,A7SF13
62600,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,hmg:100206076,hmg,T2MHF6
62602,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tad:TRIADDRAFT_38271,tad,B3S803
62603,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,aqu:100640992,aqu,A0A1X7V916
62604,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,aqu:100631718,aqu,A0A1X7SZF7
62605,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT2G01140,ath,Q9ZU52
62606,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT2G21330,ath,Q9SJU4
62607,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT2G36460,ath,Q9SJQ9
62608,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT3G52930,ath,Q9LF98
62609,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT4G26520,ath,P22197
62610,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT4G26530,ath,O65581
62611,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT4G38970,ath,Q944G9
62612,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ath:AT5G03690,ath,F4KGQ0
62913,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:11445395,mtr,G7JJV9
62914,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:11433706,mtr,G7K4T4
62915,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:25494828,mtr,I3SU63
62916,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:25492390,mtr,A0A072UJW7
62917,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:25483885,mtr,A0A072VVG3
62918,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,mtr:25485453,mtr,A0A072VQ58
63540,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:107277365,osa,Q10A30
63541,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4325027,osa,Q5N725
63542,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4349897,osa,Q40677
63543,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4338737,osa,P17784
63544,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4341496,osa,Q69V57
63545,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4326074,osa,A0A9K3Y7F8
63546,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,osa:4344545,osa,A3BP52
63570,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,bdi:100832935,bdi,I1GXE4
63571,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,bdi:100825584,bdi,I1HUD0
63572,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,bdi:100834905,bdi,I1HBE9
63573,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,bdi:100836194,bdi,I1IN47
63636,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:542261,zma,P08440
63637,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:100272845,zma,B4FR47
63638,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:100272913,zma,B4FWP0
63639,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:100273196,zma,B4FTI5
63640,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:100286050,zma,B6UDN1
63642,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,zma:100502020,zma,K7UY19
63760,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,smo:SELMODRAFT_231316,smo,D8RE94
63761,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,smo:SELMODRAFT_267384,smo,D8RHM0
63762,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,smo:SELMODRAFT_227983,smo,D8RHD1
63763,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,smo:SELMODRAFT_176914,smo,D8S4U1
63764,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,smo:SELMODRAFT_425653,smo,D8STT7
63776,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cre:CHLRE_01g006950v5,cre,A8JCY4
63777,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cre:CHLRE_05g234550v5,cre,Q42690
63778,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,cre:CHLRE_02g093450v5,cre,A8I9H5
63839,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ddi:DDB_G0274375,ddi,Q86A67
63868,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tet:TTHERM_00487090,tet,I7M007
63883,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,tps:THAPSDRAFT_11761,tps,B8CFH1
63886,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_56895,ehx,R1DGP0
63887,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_463183,ehx,R1F3G8
63888,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_632013,ehx,R1E7N7
63889,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_308857,ehx,R1CXH4
63890,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_121249,ehx,R1CW99
63891,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01623,ehx:EMIHUDRAFT_453502,ehx,R1DB83
65478,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,mcc:694117,mcc,I0FMH5
65500,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,mmu:225913,mmu,Q8VC30
65503,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,rno:361730,rno,Q4KLZ6
65508,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,maua:101840859,maua,A0A1U8BZB4
65527,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,cfa:483800,cfa,F1Q0K5
65538,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,mpuf:101685667,mpuf,M3YRX4
65548,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,fca:101081330,fca,M3X940
65680,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,acs:100553788,acs,A0A803TCX8
65700,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,xla:108715194,xla,A0A1L8GDK7
65708,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,dre:793926,dre,Q08CB4
65733,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,amex:103037716,amex,A0A8B9LM89
65763,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,ola:101174800,ola,A0A3B3HX68
65768,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,pret:103480605,pret,A0A3P9PQ46
65776,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,nfu:107397385,nfu,A0A1A8UW57
65823,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,bfo:118429579,bfo,A0A9J7N7H2
65824,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,bfo:118429860,bfo,A0A9J7N9R8
65912,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,cel:CELE_W02H5.8,cel,Q9N5C4
65942,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,nve:5520788,nve,A7RJ92
65949,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,ath:AT1G48430,ath,A0A1P8AU45
65963,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,sce:YFL053W,sce,P43550
65964,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,sce:YML070W,sce,P54838
66008,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,ncr:NCU04400,ncr,Q7RZ73
66009,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,ncr:NCU03779,ncr,Q1K7A2
66096,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,ani:AN0034.2,ani,Q5BHE6
66150,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,spo:SPAC977.16c,spo,O74215
66151,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,spo:SPAC22A12.11,spo,O13902
66153,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,cne:CNA08050,cne,Q5KN19
66157,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,cng:CNAG_00826,cng,J9VF57
66158,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,cng:CNAG_02799,cng,J9VIA1
66185,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,scm:SCHCO_02545094,scm,D8Q787
66186,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,scm:SCHCO_02619084,scm,D8Q191
66192,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00863,uma:UMAG_00109,uma,A0A0D1CZH8
