pathway_name,pathway_description,ko_id,gene_name,kegg_organism_code,uniprot_id
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cre:CHLRE_01g006950v5,cre,A8JCY4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cre:CHLRE_05g234550v5,cre,Q42690
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cre:CHLRE_02g093450v5,cre,A8I9H5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ddi:DDB_G0274375,ddi,Q86A67
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tet:TTHERM_00487090,tet,I7M007
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tps:THAPSDRAFT_11761,tps,B8CFH1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_56895,ehx,R1DGP0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_463183,ehx,R1F3G8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_632013,ehx,R1E7N7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_308857,ehx,R1CXH4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_121249,ehx,R1CW99
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ehx:EMIHUDRAFT_453502,ehx,R1DB83
,Fructose and mannose metabolism - Homo sapiens (human),K00863,mcc:694117,mcc,I0FMH5
,Fructose and mannose metabolism - Homo sapiens (human),K00863,mmu:225913,mmu,Q8VC30
,Fructose and mannose metabolism - Homo sapiens (human),K00863,rno:361730,rno,Q4KLZ6
,Fructose and mannose metabolism - Homo sapiens (human),K00863,maua:101840859,maua,A0A1U8BZB4
,Fructose and mannose metabolism - Homo sapiens (human),K00863,cfa:483800,cfa,F1Q0K5
,Fructose and mannose metabolism - Homo sapiens (human),K00863,mpuf:101685667,mpuf,M3YRX4
,Fructose and mannose metabolism - Homo sapiens (human),K00863,fca:101081330,fca,M3X940
,Fructose and mannose metabolism - Homo sapiens (human),K00863,acs:100553788,acs,A0A803TCX8
,Fructose and mannose metabolism - Homo sapiens (human),K00863,xla:108715194,xla,A0A1L8GDK7
,Fructose and mannose metabolism - Homo sapiens (human),K00863,dre:793926,dre,Q08CB4
,Fructose and mannose metabolism - Homo sapiens (human),K00863,amex:103037716,amex,A0A8B9LM89
,Fructose and mannose metabolism - Homo sapiens (human),K00863,ola:101174800,ola,A0A3B3HX68
,Fructose and mannose metabolism - Homo sapiens (human),K00863,pret:103480605,pret,A0A3P9PQ46
,Fructose and mannose metabolism - Homo sapiens (human),K00863,nfu:107397385,nfu,A0A1A8UW57
,Fructose and mannose metabolism - Homo sapiens (human),K00863,bfo:118429579,bfo,A0A9J7N7H2
,Fructose and mannose metabolism - Homo sapiens (human),K00863,bfo:118429860,bfo,A0A9J7N9R8
,Fructose and mannose metabolism - Homo sapiens (human),K00863,cel:CELE_W02H5.8,cel,Q9N5C4
,Fructose and mannose metabolism - Homo sapiens (human),K00863,nve:5520788,nve,A7RJ92
,Fructose and mannose metabolism - Homo sapiens (human),K00863,ath:AT1G48430,ath,A0A1P8AU45
,Fructose and mannose metabolism - Homo sapiens (human),K00863,sce:YFL053W,sce,P43550
,Fructose and mannose metabolism - Homo sapiens (human),K00863,sce:YML070W,sce,P54838
,Fructose and mannose metabolism - Homo sapiens (human),K00863,ncr:NCU04400,ncr,Q7RZ73
,Fructose and mannose metabolism - Homo sapiens (human),K00863,ncr:NCU03779,ncr,Q1K7A2
,Fructose and mannose metabolism - Homo sapiens (human),K00863,ani:AN0034.2,ani,Q5BHE6
,Fructose and mannose metabolism - Homo sapiens (human),K00863,spo:SPAC977.16c,spo,O74215
,Fructose and mannose metabolism - Homo sapiens (human),K00863,spo:SPAC22A12.11,spo,O13902
,Fructose and mannose metabolism - Homo sapiens (human),K00863,cne:CNA08050,cne,Q5KN19
,Fructose and mannose metabolism - Homo sapiens (human),K00863,cng:CNAG_00826,cng,J9VF57
,Fructose and mannose metabolism - Homo sapiens (human),K00863,cng:CNAG_02799,cng,J9VIA1
,Fructose and mannose metabolism - Homo sapiens (human),K00863,scm:SCHCO_02545094,scm,D8Q787
,Fructose and mannose metabolism - Homo sapiens (human),K00863,scm:SCHCO_02619084,scm,D8Q191
,Fructose and mannose metabolism - Homo sapiens (human),K00863,uma:UMAG_00109,uma,A0A0D1CZH8
